BHK,Bathroom,Parking,Area,Per_Sqft,Furnishing,Status,Transaction,Type,Locality,Price
4,5,3,2600,20938,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,62500000
3,3,2,1700,20938,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,47500000
3,3,1,1116,20938,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park,14700000
2,3,1,1070,20938,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,18000000
3,3,1,1200,20938,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,22500000
3,3,1,1200,18333,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,22000000
3,3,1,1200,18333,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park carpet area 1200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing North - East overlooking Garden/Park bathroom 3 balcony 2 ownership Freehold Newly Constructed Property Newly Constructed Property brand new 1st floor 3bedroom attach bathrooms stilt car parking modular kitchen air condition prime location c r park read more Contact Agent View Phone No. Share Feedback Nirmala Associates Certified Agent Trusted by Users Genuine Listings 1500+ Buyers Served,22200000
3,3,1,1450,18333,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park,22500000
2,2,1,1000,18333,Semi-Furnished,Ready_to_move,Resale,Apartment,Chittaranjan Park,7500000
4,4,5,2430,18333,Furnished,Ready_to_move,Resale,Builder_Floor,"Chittaranjan Park carpet area 270 sqyrd status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Furnished facing North - East overlooking Garden/Park, Main Road car parking 5 Open bathroom 4 balcony 3 ownership Freehold 3 Side Open, Fully ventilated, Close to Market, Above Bank and 24 x 7 ATM because of which good security. Elite Neighbor hood. Very good for Rental Income. Also can be used for commercial Office Purpose by Advocates. read more Contact Owner View Phone No. Share Feedback Owner Mayur Mayur Aggarwal",30000000
2,1,5,945,6878,Unfurnished,Ready_to_move,Resale,Apartment,Chittaranjan Park,6500000
3,3,5,1650,6878,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,35000000
3,2,1,1350,6878,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Nehru Enclave, Kalkaji",17500000
4,5,2,2625,6878,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,60000000
4,4,2,1800,6878,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,40000000
3,3,2,125,6878,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,11500000
3,3,2,1440,6878,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,22500000
3,4,2,1900,6878,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,28500000
3,3,2,1800,6878,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park,29000000
3,2,1,1200,12916,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park,15500000
3,3,1,1800,12916,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,"Nehru Enclave, Kalkaji",26000000
3,3,1,1200,12916,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park,16500000
4,5,3,4118,12916,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,55000000
3,2,3,1050,12916,Semi-Furnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park,12500000
3,3,3,875,12916,Semi-Furnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,17500000
2,2,1,990,12916,Unfurnished,Ready_to_move,Resale,Builder_Floor,Chittaranjan Park Block A,11500000
3,3,1,11050,12916,Unfurnished,Ready_to_move,New_Property,Builder_Floor,Chittaranjan Park,18500000
